# ----------------------------------------
# rebeccaminkoff.com
# Channels
# 20160209-20171108
# ----------------------------------------

Source / Medium,Date,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
bm23 / email,20160709,"3,498",23.96%,838,35.73%,3.65,00:02:55,1.11%,39,"$5,590.11"
google / cpc,20160621,"3,495",46.55%,"1,627",18.71%,4.97,00:03:46,0.89%,31,"$6,744.03"
google / cpc,20170720,"3,495",51.59%,"1,803",17.65%,4.65,00:03:15,0.83%,29,"$5,049.93"
bm23 / email,20171012,"3,487",52.68%,"1,837",41.61%,3.47,00:03:12,1.03%,36,"$6,829.64"
ls / affiliate,20170527,"3,484",49.54%,"1,726",16.70%,3.98,00:03:45,2.78%,97,"$16,204.27"
baidu / organic,20161123,"3,482",48.91%,"1,703",9.16%,9.20,00:11:52,0.89%,31,"$4,206.28"
bm23 / email,20160726,"3,477",21.74%,756,32.01%,6.57,00:06:07,2.76%,96,"$14,552.94"
bm23 / email,20170217,"3,472",19.01%,660,23.91%,4.77,00:04:32,1.87%,65,"$11,081.43"
eean / affiliate,20160822,"3,471",31.58%,"1,096",22.24%,4.90,00:05:04,2.51%,87,"$12,009.03"
(direct) / (none),20170401,"3,464",72.00%,"2,494",19.11%,2.86,00:02:02,0.40%,14,"$1,971.07"
ls / affiliate,20171102,"3,463",44.59%,"1,544",46.35%,3.27,00:03:01,1.93%,67,"$9,745.11"
ls / affiliate,20170212,"3,462",60.51%,"2,095",24.35%,2.93,00:02:23,1.65%,57,"$9,778.72"
rebeccaminkoff.com / referral,20161126,"3,460",0.55%,19,13.01%,9.32,00:10:27,1.04%,36,"$5,929.66"
cj / affiliate,20160820,"3,456",35.50%,"1,227",20.57%,4.92,00:04:55,3.70%,128,"$18,723.61"
ls / affiliate,20161003,"3,456",48.58%,"1,679",33.80%,5.04,00:05:35,3.76%,130,"$20,436.58"
google / cpc,20160722,"3,448",51.89%,"1,789",18.85%,5.25,00:04:02,1.16%,40,"$6,012.61"
google / cpc,20171012,"3,445",66.18%,"2,280",33.24%,3.50,00:03:05,0.64%,22,"$3,752.08"
google / cpc,20160617,"3,443",48.91%,"1,684",21.46%,4.74,00:03:36,1.07%,37,"$5,218.56"
Facebook / paidsocial,20170702,"3,438",27.37%,941,23.68%,5.32,00:04:31,0.70%,24,"$3,675.66"
ls / affiliate,20161218,"3,437",60.34%,"2,074",31.54%,3.16,00:02:30,2.09%,72,"$17,885.93"
ls / affiliate,20161116,"3,431",45.53%,"1,562",28.91%,3.80,00:03:39,2.07%,71,"$10,440.44"
bm23 / email,20160813,"3,424",22.81%,781,36.71%,4.14,00:03:28,1.08%,37,"$6,008.88"
google / organic,20171018,"3,415",54.85%,"1,873",31.42%,3.83,00:03:49,0.44%,15,"$2,114.24"
bm23 / email,20170616,"3,410",27.01%,921,33.02%,4.00,00:03:14,0.79%,27,"$5,140.84"
ls / affiliate,20170319,"3,409",61.04%,"2,081",27.28%,3.09,00:02:49,1.47%,50,"$8,126.25"
ls / affiliate,20160817,"3,405",50.57%,"1,722",21.91%,6.42,00:06:26,1.06%,36,"$5,055.84"
cj / affiliate,20160610,"3,399",57.78%,"1,964",51.19%,2.34,00:01:58,0.53%,18,"$3,779.40"
Rebecca Minkoff Newsletter / email,20160323,"3,399",3.77%,128,24.10%,4.63,00:04:11,0.91%,31,"$5,863.54"
Facebook / paidsocial,20170701,"3,395",30.75%,"1,044",24.98%,5.49,00:04:39,0.88%,30,"$5,023.06"
msn / cpc,20161027,"3,394",8.31%,282,16.29%,5.62,00:05:33,1.27%,43,"$7,825.34"
Facebook / paidsocial,20170310,"3,393",49.37%,"1,675",4.63%,4.82,00:03:15,0.15%,5,"$1,090.16"
msn / cpc,20160530,"3,391",7.08%,240,17.13%,4.60,00:04:17,0.86%,29,"$5,613.83"
msn / cpc,20170511,"3,387",9.30%,315,18.45%,5.42,00:04:53,1.39%,47,"$7,098.82"
ls / affiliate,20161202,"3,380",56.27%,"1,902",21.86%,3.28,00:02:46,1.75%,59,"$9,871.44"
google / organic,20171022,"3,376",58.20%,"1,965",30.12%,3.77,00:03:40,0.50%,17,"$2,991.35"
cj / affiliate,20160724,"3,375",50.58%,"1,707",39.20%,3.82,00:03:38,1.84%,62,"$7,952.75"
Facebook / paidsocial,20170902,"3,374",26.56%,896,30.02%,5.00,00:03:57,0.47%,16,"$2,633.98"
ls / affiliate,20170327,"3,373",58.29%,"1,966",32.17%,2.71,00:02:21,1.54%,52,"$8,802.27"
m.facebook.com / referral,20160728,"3,367",55.51%,"1,869",30.26%,3.44,00:02:37,0.03%,1,$115.00
ls / affiliate,20170702,"3,365",54.29%,"1,827",19.76%,3.76,00:03:37,1.96%,66,"$9,130.51"
Facebook / paidsocial,20170929,"3,364",25.15%,846,22.74%,7.10,00:06:11,0.89%,30,"$6,580.25"
google / cpc,20160620,"3,358",47.41%,"1,592",17.99%,5.15,00:04:06,1.04%,35,"$6,603.87"
bm23 / email,20160624,"3,342",22.77%,761,37.07%,4.57,00:04:11,1.62%,54,"$7,736.51"
bm23 / email,20170710,"3,341",24.72%,826,29.21%,5.52,00:05:09,1.92%,64,"$11,952.99"
Criteo / retargeting,20160511,"3,341",6.35%,212,17.51%,5.03,00:04:54,1.95%,65,"$8,474.51"
ls / affiliate,20170305,"3,341",58.67%,"1,960",24.33%,3.34,00:02:48,2.01%,67,"$12,471.96"
Rebecca Minkoff Newsletter 2016 / email,20160630,"3,333",18.66%,622,26.79%,4.43,00:04:25,0.99%,33,"$4,670.81"
cj / affiliate,20160418,"3,325",57.98%,"1,928",19.55%,3.22,00:03:11,0.75%,25,"$3,156.16"
google / cpc,20160619,"3,322",47.77%,"1,587",18.81%,4.92,00:03:41,0.81%,27,"$3,712.17"
ls / affiliate,20170712,"3,319",45.47%,"1,509",30.85%,4.39,00:04:24,3.16%,105,"$32,117.18"
(direct) / (none),20170416,"3,312",72.28%,"2,394",23.01%,2.97,00:02:18,0.66%,22,"$5,049.52"
ls / affiliate,20170929,"3,309",60.47%,"2,001",56.15%,3.27,00:02:48,1.99%,66,"$11,020.70"
Rebecca Minkoff Newsletter / email,20160414,"3,301",24.02%,793,31.84%,4.25,00:03:56,0.73%,24,"$4,076.71"
baidu / organic,20161125,"3,300",45.97%,"1,517",10.82%,8.16,00:10:34,1.30%,43,"$5,844.90"
Facebook / paidsocial,20170930,"3,298",25.96%,856,27.93%,5.97,00:04:48,0.88%,29,"$5,813.00"
bm23 / email,20171014,"3,296",52.00%,"1,714",49.51%,2.93,00:02:24,1.15%,38,"$7,865.34"
ls / affiliate,20171003,"3,296",55.98%,"1,845",27.28%,3.93,00:03:18,2.46%,81,"$14,949.63"
(direct) / (none),20170406,"3,295",71.81%,"2,366",21.00%,2.80,00:02:04,0.58%,19,"$3,491.16"
facebook / paidsocial,20161223,"3,293",24.60%,810,19.07%,6.56,00:05:46,1.21%,40,"$4,499.57"
ls / affiliate,20170322,"3,292",63.12%,"2,078",25.91%,2.92,00:02:27,1.40%,46,"$6,952.90"
eean / affiliate,20160416,"3,288",47.72%,"1,569",11.89%,4.21,00:04:16,1.31%,43,"$6,791.41"
facebook / paidsocial,20161225,"3,287",24.61%,809,22.94%,6.46,00:05:18,1.58%,52,"$6,799.45"
ls / affiliate,20161216,"3,269",53.26%,"1,741",24.66%,3.14,00:02:44,2.88%,94,"$16,110.03"
(direct) / (none),20170408,"3,268",74.11%,"2,422",18.48%,2.80,00:01:52,0.49%,16,"$2,302.16"
m.facebook.com / referral,20160817,"3,268",52.75%,"1,724",29.04%,4.47,00:03:57,0.00%,0,$0.00
eean / affiliate,20160704,"3,263",29.94%,977,17.53%,4.22,00:03:55,1.56%,51,"$7,936.80"
ls / affiliate,20170425,"3,263",43.52%,"1,420",23.66%,3.87,00:03:40,1.13%,37,"$5,396.18"
ls / affiliate,20171008,"3,261",70.99%,"2,315",56.85%,2.89,00:02:05,2.09%,68,"$12,295.80"
m.facebook.com / referral,20160818,"3,253",50.72%,"1,650",30.68%,4.22,00:03:33,0.03%,1,$58.50
Haitao / alipay,20170811,"3,249",43.55%,"1,415",27.58%,4.55,00:04:13,1.08%,35,"$5,870.00"
ls / affiliate,20170304,"3,240",60.62%,"1,964",28.09%,3.11,00:02:39,1.08%,35,"$5,479.76"
ls / affiliate,20170502,"3,239",59.71%,"1,934",29.64%,2.84,00:02:18,1.54%,50,"$7,412.30"
(direct) / (none),20170407,"3,235",73.85%,"2,389",20.28%,2.79,00:02:02,0.65%,21,"$3,189.97"
Facebook / paidsocial,20170903,"3,234",25.45%,823,29.81%,5.39,00:04:07,0.53%,17,"$3,236.41"
ls / affiliate,20171001,"3,234",61.50%,"1,989",48.98%,3.77,00:03:16,2.01%,65,"$17,132.46"
facebook / paidsocial,20160905,"3,231",23.49%,759,23.27%,5.48,00:04:54,1.11%,36,"$4,886.89"
New Styles RM Newsletter / email,20160731,"3,228",11.03%,356,23.61%,4.33,00:04:01,0.99%,32,"$6,524.04"
ls / affiliate,20160510,"3,216",55.47%,"1,784",10.88%,4.37,00:05:26,1.93%,62,"$8,243.76"
ls / affiliate,20160721,"3,212",54.76%,"1,759",30.39%,5.62,00:05:30,1.15%,37,"$7,193.13"
ls / affiliate,20161207,"3,212",57.69%,"1,853",23.41%,3.34,00:02:45,2.02%,65,"$11,219.43"
Rebecca Minkoff Newsletter / email,20160423,"3,211",23.98%,770,22.20%,3.91,00:03:26,0.56%,18,"$3,413.26"
ls / affiliate,20170628,"3,208",38.78%,"1,244",27.09%,4.10,00:03:54,2.84%,91,"$13,821.10"
google / cpc,20160723,"3,203",51.05%,"1,635",18.11%,5.36,00:04:09,0.94%,30,"$4,403.48"
ls / affiliate,20161016,"3,198",40.99%,"1,311",29.77%,3.96,00:03:49,1.84%,59,"$8,542.10"
Haitao / alipay,20170816,"3,187",37.18%,"1,185",27.74%,4.87,00:04:26,1.85%,59,"$9,365.03"
cj / affiliate,20160804,"3,182",47.83%,"1,522",26.40%,4.02,00:04:44,3.52%,112,"$17,904.00"
bm23 / email,20170105,"3,180",15.63%,497,30.88%,4.52,00:03:45,1.26%,40,"$6,520.28"
Rebecca Minkoff Newsletter / email,20160217,"3,176",19.18%,609,34.98%,4.51,00:04:01,0.82%,26,"$4,840.63"
Rebecca Minkoff Newsletter / email,20160407,"3,172",22.60%,717,21.37%,4.21,00:03:45,0.63%,20,"$3,561.60"
ls / affiliate,20161209,"3,169",60.90%,"1,930",28.78%,2.76,00:02:08,1.64%,52,"$9,354.80"
Facebook / paidsocial,20170626,"3,164",36.03%,"1,140",27.37%,4.78,00:03:50,0.51%,16,"$2,384.96"
cj / affiliate,20160531,"3,152",53.74%,"1,694",22.30%,2.76,00:02:49,1.33%,42,"$5,303.43"
Criteo / retargeting,20161128,"3,150",7.62%,240,16.63%,5.41,00:05:05,3.59%,113,"$17,362.74"
cj / affiliate,20160928,"3,145",35.93%,"1,130",29.89%,4.21,00:04:11,0.99%,31,"$6,471.99"
ls / affiliate,20161203,"3,135",57.67%,"1,808",22.04%,3.23,00:02:33,1.31%,41,"$6,047.23"
cj / affiliate,20160527,"3,122",41.58%,"1,298",12.46%,4.32,00:04:26,2.21%,69,"$10,736.04"
(direct) / (none),20170415,"3,121",75.55%,"2,358",20.28%,2.86,00:02:00,0.51%,16,"$2,543.76"
google / cpc,20171015,"3,118",64.30%,"2,005",25.18%,3.80,00:03:25,0.80%,25,"$4,417.73"
Criteo / retargeting,20160512,"3,114",7.64%,238,17.44%,4.15,00:04:12,1.41%,44,"$5,441.02"
Criteo / retargeting,20170510,"3,104",17.07%,530,24.55%,3.47,00:03:09,0.68%,21,"$2,418.27"
bm23 / email,20171019,"3,094",46.38%,"1,435",44.05%,3.13,00:02:45,1.33%,41,"$6,601.07"
Rebecca Minkoff Newsletter / email,20160406,"3,093",19.11%,591,27.03%,4.42,00:03:57,1.00%,31,"$7,004.12"
ls / affiliate,20170328,"3,092",62.74%,"1,940",30.24%,2.86,00:02:23,1.75%,54,"$15,788.49"
ls / affiliate,20161210,"3,091",64.41%,"1,991",31.77%,2.56,00:02:06,1.52%,47,"$7,708.23"
ls / affiliate,20170711,"3,090",43.04%,"1,330",23.75%,5.47,00:06:03,3.33%,103,"$27,410.12"
m.facebook.com / referral,20170809,"3,090",48.80%,"1,508",31.46%,3.91,00:03:04,0.13%,4,$879.75
bm23 / email,20170709,"3,089",25.19%,778,35.16%,4.49,00:03:42,0.87%,27,"$4,682.27"
bm23 / email,20170929,"3,089",12.43%,384,45.90%,3.39,00:02:49,0.97%,30,"$4,361.73"
cj / affiliate,20160424,"3,087",54.49%,"1,682",19.89%,3.58,00:03:51,1.04%,32,"$5,112.59"
ls / affiliate,20161024,"3,086",48.25%,"1,489",27.58%,5.40,00:05:16,2.43%,75,"$15,444.06"
bm23 / email,20171016,"3,077",47.25%,"1,454",38.80%,3.21,00:02:46,0.97%,30,"$5,114.40"
Criteo / retargeting,20170509,"3,077",20.31%,625,20.47%,3.86,00:03:48,1.04%,32,"$4,767.96"
Facebook / paidsocial,20170630,"3,076",31.34%,964,24.35%,5.57,00:04:42,1.04%,32,"$5,429.68"
google / cpc,20160618,"3,072",47.01%,"1,444",21.13%,4.97,00:04:02,0.94%,29,"$4,754.23"
Facebook / paidsocial,20170528,"3,064",21.25%,651,23.63%,5.72,00:05:19,1.47%,45,"$6,952.52"
Criteo / retargeting,20160801,"3,054",12.54%,383,27.37%,3.44,00:02:55,0.62%,19,"$1,768.49"
cj / affiliate,20160302,"3,046",55.38%,"1,687",40.18%,4.11,00:04:24,1.15%,35,"$10,137.37"
cj / affiliate,20160705,"3,044",44.25%,"1,347",26.12%,3.57,00:03:13,1.48%,45,"$6,414.90"
bm23 / email,20160717,"3,039",22.67%,689,35.97%,3.50,00:03:03,1.05%,32,"$5,567.99"
bm23 / email,20170110,"3,038",13.40%,407,30.22%,4.52,00:03:47,1.12%,34,"$5,681.17"
google / cpc,20161021,"3,034",50.40%,"1,529",17.96%,5.72,00:04:24,0.89%,27,"$4,080.14"
bm23 / email,20170310,"3,033",16.09%,488,29.28%,5.51,00:05:08,1.95%,59,"$16,477.48"
bm23 / (not set),20160919,"3,019",26.70%,806,36.34%,2.99,00:02:12,0.33%,10,"$2,768.90"
facebook / paidsocial,20161129,"3,010",36.64%,"1,103",9.24%,3.82,00:02:42,0.56%,17,"$2,309.26"
cj / affiliate,20160906,"3,008",53.19%,"1,600",26.96%,3.57,00:04:03,1.46%,44,"$6,298.44"
facebook / social,20160727,"3,006",30.47%,916,19.76%,4.45,00:03:57,0.80%,24,"$3,970.07"
Rebecca Minkoff Newsletter / email,20160522,"3,001",14.40%,432,21.03%,4.27,00:03:29,0.53%,16,"$3,976.41"
ls / affiliate,20160924,"2,993",45.61%,"1,365",31.51%,5.00,00:05:08,2.74%,82,"$12,016.64"
ls / affiliate,20170428,"2,986",51.51%,"1,538",26.59%,3.70,00:03:32,1.54%,46,"$8,303.25"
bm23 / email,20170720,"2,983",30.27%,903,30.20%,3.73,00:03:05,0.40%,12,"$2,221.79"
eean / affiliate,20160606,"2,981",25.73%,767,18.65%,5.09,00:05:18,1.85%,55,"$10,494.71"
facebook / paidsocial,20171029,"2,980",74.19%,"2,211",44.83%,2.56,00:02:45,0.57%,17,"$3,732.48"
bm23 / email,20170425,"2,975",17.45%,519,32.17%,4.12,00:03:46,1.24%,37,"$5,922.40"
facebook / paidsocial,20161230,"2,966",13.45%,399,21.31%,6.95,00:06:38,2.39%,71,"$9,265.09"
bm23 / email,20170225,"2,961",18.98%,562,31.91%,4.40,00:03:37,1.69%,50,"$8,184.98"
WeChat / wechat,20170814,"2,960",36.11%,"1,069",24.70%,5.18,00:04:35,0.81%,24,"$3,910.53"
bm23 / email,20170228,"2,956",18.34%,542,29.80%,4.42,00:04:01,1.18%,35,"$5,496.00"
ls / affiliate,20171019,"2,955",56.45%,"1,668",64.81%,2.46,00:01:38,2.00%,59,"$10,386.20"
bm23 / email,20160711,"2,949",24.48%,722,34.15%,3.90,00:03:26,1.25%,37,"$4,997.49"
shopify / email,20171011,"2,940",74.32%,"2,185",31.16%,3.91,00:02:42,1.16%,34,"$5,835.79"
google / organic,20171021,"2,933",59.09%,"1,733",29.66%,3.87,00:03:54,0.61%,18,"$2,434.92"
msn / cpc,20160516,"2,926",8.75%,256,19.28%,4.44,00:04:02,1.20%,35,"$6,074.37"
bm23 / email,20170819,"2,922",14.54%,425,41.38%,3.89,00:02:53,0.62%,18,"$3,043.45"
Criteo / retargeting,20161127,"2,907",10.80%,314,23.98%,4.83,00:04:44,1.79%,52,"$7,964.88"
bm23 / email,20170117,"2,905",18.18%,528,31.46%,4.69,00:03:48,1.20%,35,"$6,514.47"
bm23 / email,20171023,"2,902",34.15%,991,33.25%,4.33,00:05:18,2.00%,58,"$9,394.52"
bm23 / email,20161202,"2,901",17.24%,500,28.78%,4.65,00:04:15,2.14%,62,"$9,471.62"
eean / affiliate,20160623,"2,901",37.09%,"1,076",19.61%,4.29,00:05:03,1.65%,48,"$6,075.61"
Instagram / paidsocial,20170814,"2,900",30.52%,885,24.14%,5.25,00:04:26,1.69%,49,"$7,008.75"
Rebecca Minkoff Newsletter / email,20160305,"2,898",18.53%,537,30.06%,4.54,00:04:05,0.86%,25,"$4,449.18"
google / organic,20171020,"2,888",56.16%,"1,622",30.54%,3.79,00:03:57,0.42%,12,"$1,875.44"
bm23 / email,20171101,"2,883",18.21%,525,39.85%,3.80,00:03:31,1.60%,46,"$9,106.34"
Rebecca Minkoff Newsletter / email,20160604,"2,883",4.02%,116,31.04%,4.55,00:03:58,0.66%,19,"$2,779.32"
bm23 / email,20160702,"2,878",18.31%,527,31.13%,4.75,00:04:22,2.05%,59,"$15,944.15"
ls / affiliate,20170121,"2,878",47.22%,"1,359",22.59%,3.37,00:02:43,1.01%,29,"$5,666.27"
Haitao / alipay,20170930,"2,872",66.36%,"1,906",58.46%,2.58,00:01:56,0.28%,8,"$1,742.66"
bm23 / email,20170312,"2,868",17.36%,498,29.67%,4.87,00:04:29,1.71%,49,"$12,315.33"
ls / affiliate,20170501,"2,867",57.73%,"1,655",23.72%,3.09,00:02:42,1.60%,46,"$7,432.62"
bm23 / email,20161206,"2,860",16.71%,478,26.08%,4.43,00:03:43,2.38%,68,"$10,158.24"
bm23 / email,20161208,"2,860",14.86%,425,28.78%,4.64,00:03:59,2.10%,60,"$10,550.35"
Criteo / retargeting,20161218,"2,859",16.82%,481,28.96%,3.65,00:03:28,0.80%,23,"$4,014.91"
m.facebook.com / referral,20160310,"2,857",43.12%,"1,232",17.19%,4.79,00:03:46,0.00%,0,$0.00
Alipay / alipay,20170915,"2,853",60.88%,"1,737",47.88%,4.02,00:03:43,0.14%,4,$413.84
eean / affiliate,20160311,"2,845",45.48%,"1,294",20.49%,3.66,00:03:40,1.51%,43,"$14,395.30"
ls / affiliate,20170705,"2,845",41.02%,"1,167",24.53%,4.77,00:04:57,2.85%,81,"$13,325.65"
ls / affiliate,20161217,"2,840",57.61%,"1,636",25.92%,3.19,00:02:33,2.08%,59,"$9,854.90"
ls / affiliate,20170713,"2,838",39.11%,"1,110",24.21%,5.30,00:05:19,3.45%,98,"$29,603.19"
bm23 / email,20161004,"2,832",18.04%,511,34.07%,4.92,00:04:34,2.19%,62,"$10,774.80"
msn / cpc,20160529,"2,830",7.67%,217,14.45%,5.43,00:05:08,1.20%,34,"$6,010.46"
facebook / paidsocial,20171030,"2,828",75.71%,"2,141",42.19%,2.57,00:03:02,0.92%,26,"$4,352.42"
bm23 / email,20160825,"2,826",21.59%,610,31.95%,4.27,00:03:27,1.45%,41,"$8,079.44"
m.facebook.com / referral,20170810,"2,801",48.88%,"1,369",32.88%,3.83,00:02:53,0.14%,4,$444.88
google / cpc,20171013,"2,800",65.64%,"1,838",28.68%,3.64,00:03:06,0.43%,12,"$2,379.38"
bm23 / email,20161115,"2,798",19.05%,533,30.59%,4.43,00:03:56,1.86%,52,"$7,680.98"
eean / affiliate,20160425,"2,797",39.33%,"1,100",11.23%,3.58,00:03:43,1.57%,44,"$6,422.57"
Criteo / retargeting,20161027,"2,795",5.97%,167,33.99%,3.82,00:03:48,1.25%,35,"$5,290.03"
m.facebook.com / referral,20170602,"2,785",51.85%,"1,444",30.27%,4.71,00:04:24,0.04%,1,$73.50
bm23 / email,20161215,"2,778",14.04%,390,27.47%,4.96,00:04:43,3.28%,91,"$13,842.98"
facebook / paidsocial,20170101,"2,776",16.39%,455,21.72%,6.53,00:05:31,1.44%,40,"$4,966.67"
bm23 / email,20160830,"2,774",22.35%,620,35.69%,4.04,00:03:02,1.08%,30,"$6,215.96"
cj / affiliate,20160929,"2,772",44.62%,"1,237",36.44%,3.72,00:03:10,0.61%,17,"$3,352.34"
Rebecca Minkoff Newsletter / email,20160209,"2,770",16.28%,451,34.44%,4.45,00:03:33,0.97%,27,"$5,548.41"
bm23 / email,20170905,"2,761",18.98%,524,37.99%,4.62,00:04:04,1.38%,38,"$6,766.16"
ls / affiliate,20170504,"2,758",62.47%,"1,723",14.54%,2.81,00:02:06,1.23%,34,"$5,124.48"
Rebecca Minkoff 2016 Online Sample Sale / email,20161027,"2,756",32.00%,882,31.39%,5.72,00:05:16,1.27%,35,"$6,783.21"
bm23 / email,20161204,"2,755",19.06%,525,29.66%,4.53,00:03:44,2.11%,58,"$8,964.53"
m.facebook.com / referral,20170811,"2,746",50.69%,"1,392",32.85%,3.53,00:02:37,0.15%,4,$625.47
Criteo / retargeting,20161228,"2,742",4.70%,129,21.81%,6.27,00:06:13,2.52%,69,"$9,991.12"
facebook / paidsocial,20161224,"2,741",23.57%,646,19.59%,6.53,00:05:38,1.02%,28,"$4,086.46"
m.facebook.com / referral,20170509,"2,740",55.69%,"1,526",33.18%,3.90,00:03:21,0.04%,1,$98.00
Facebook / paidsocial,20170628,"2,739",36.47%,999,26.94%,4.53,00:04:16,0.62%,17,"$2,530.85"
Rebecca Minkoff Newsletter / email,20160519,"2,727",8.76%,239,23.29%,4.46,00:04:14,1.58%,43,"$7,403.44"
bm23 / email,20170131,"2,726",17.72%,483,30.56%,4.36,00:03:53,1.32%,36,"$5,798.89"
cj / affiliate,20160720,"2,721",52.66%,"1,433",34.62%,4.16,00:04:04,2.32%,63,"$11,797.63"
ls / affiliate,20170411,"2,720",54.04%,"1,470",22.79%,2.82,00:02:26,1.62%,44,"$6,199.29"
Instagram / paidsocial,20170813,"2,713",36.82%,999,24.44%,5.18,00:04:22,1.22%,33,"$4,704.43"
cj / affiliate,20160809,"2,712",53.02%,"1,438",22.57%,3.41,00:04:08,2.21%,60,"$7,590.81"
ls / affiliate,20171104,"2,707",48.58%,"1,315",49.35%,3.03,00:02:25,1.63%,44,"$5,625.87"
bm23 / email,20160616,"2,697",29.29%,790,38.41%,3.47,00:02:58,0.82%,22,"$3,926.37"
cj / affiliate,20160726,"2,694",49.03%,"1,321",28.29%,4.19,00:04:13,1.74%,47,"$8,260.79"
Facebook / paidsocial,20170527,"2,693",18.79%,506,23.21%,5.77,00:05:08,1.30%,35,"$4,725.13"
ls / affiliate,20161113,"2,687",44.77%,"1,203",28.17%,3.61,00:03:26,2.12%,57,"$8,888.65"
google / cpc,20171014,"2,685",64.84%,"1,741",27.15%,3.71,00:03:04,0.63%,17,"$3,554.92"
ls / affiliate,20160511,"2,681",55.39%,"1,485",12.05%,5.59,00:05:39,2.39%,64,"$9,216.43"
bm23 / email,20170128,"2,675",18.88%,505,32.30%,4.10,00:03:18,1.01%,27,"$4,296.87"
Criteo / retargeting,20161030,"2,673",6.06%,162,39.62%,3.39,00:03:12,0.86%,23,"$2,762.12"
bm23 / email,20170528,"2,672",18.26%,488,30.65%,4.31,00:03:50,1.42%,38,"$5,570.68"
Rebecca Minkoff Newsletter / email,20160607,"2,672",2.43%,65,31.32%,4.11,00:03:27,0.37%,10,"$2,165.73"
Facebook / paidsocial,20170217,"2,670",39.74%,"1,061",31.46%,4.18,00:03:14,0.30%,8,"$1,209.87"
Facebook / paidsocial,20170831,"2,670",21.91%,585,24.91%,5.66,00:04:24,0.56%,15,"$3,067.69"
m.facebook.com / referral,20161123,"2,669",40.80%,"1,089",21.84%,5.79,00:04:54,0.07%,2,$181.79
ls / affiliate,20171009,"2,664",59.98%,"1,598",48.61%,3.36,00:03:06,3.45%,92,"$14,741.22"
bm23 / email,20161023,"2,663",19.64%,523,33.68%,4.33,00:03:35,1.43%,38,"$6,029.91"
cj / affiliate,20160822,"2,655",40.38%,"1,072",24.67%,4.24,00:04:13,4.75%,126,"$18,140.76"
ls / affiliate,20161102,"2,655",45.12%,"1,198",20.23%,3.74,00:03:33,2.11%,56,"$7,785.27"
bm23 / email,20160627,"2,649",25.03%,663,35.41%,3.97,00:03:24,1.25%,33,"$5,729.02"
bm23 / email,20170712,"2,649",21.18%,561,30.28%,5.11,00:04:49,1.55%,41,"$7,985.98"
Rebecca Minkoff Newsletter / email,20160603,"2,643",9.65%,255,26.94%,4.97,00:04:48,1.02%,27,"$5,425.17"
Rebecca Minkoff Newsletter / email,20160303,"2,642",15.25%,403,33.08%,4.57,00:04:17,0.98%,26,"$7,395.22"
Criteo / retargeting,20161028,"2,635",7.63%,201,34.38%,3.94,00:03:48,1.18%,31,"$4,663.87"
ls / affiliate,20171103,"2,633",44.51%,"1,172",45.50%,3.38,00:03:02,2.58%,68,"$11,809.67"
bm23 / email,20170922,"2,624",23.51%,617,36.28%,4.04,00:03:08,0.91%,24,"$5,040.74"
bm23 / email,20160919,"2,623",21.50%,564,32.06%,4.79,00:04:27,2.10%,55,"$7,787.25"
ls / affiliate,20161204,"2,622",56.41%,"1,479",22.85%,3.15,00:02:39,1.60%,42,"$7,109.52"
Criteo / retargeting,20160731,"2,620",13.93%,365,28.97%,3.25,00:02:42,0.88%,23,"$1,917.67"
bm23 / email,20161020,"2,615",18.51%,484,34.65%,4.09,00:03:50,1.34%,35,"$6,803.47"
ls / affiliate,20170517,"2,615",44.21%,"1,156",21.38%,3.51,00:03:26,2.79%,73,"$12,214.82"
Criteo / retargeting,20161220,"2,613",9.64%,252,24.91%,4.55,00:04:37,1.80%,47,"$6,220.97"
bm23 / email,20160807,"2,611",14.90%,389,34.81%,4.68,00:04:08,1.30%,34,"$5,602.58"
rebeccaminkoff.com / referral,20161127,"2,610",0.84%,22,14.60%,8.95,00:10:40,1.30%,34,"$4,774.07"
bm23 / email,20170614,"2,603",26.32%,685,28.97%,4.03,00:03:26,0.96%,25,"$4,379.47"
ls / affiliate,20161010,"2,603",55.59%,"1,447",28.28%,4.47,00:04:33,2.92%,76,"$11,028.97"
Facebook / paidsocial,20170904,"2,598",25.79%,670,30.72%,5.15,00:04:01,0.69%,18,"$3,861.99"
cj / affiliate,20160529,"2,594",55.13%,"1,430",17.31%,3.07,00:02:54,1.20%,31,"$3,772.54"
rebeccaminkoff.com / referral,20161128,"2,589",1.47%,38,15.14%,8.60,00:10:23,1.31%,34,"$4,633.91"
ls / affiliate,20161002,"2,586",47.02%,"1,216",27.15%,4.76,00:04:16,3.17%,82,"$10,738.23"
bm23 / email,20161104,"2,579",12.06%,311,31.06%,4.72,00:04:28,2.44%,63,"$11,319.80"
bm23 / email,20170518,"2,572",12.83%,330,32.62%,3.86,00:03:04,1.44%,37,"$7,640.43"
cj / affiliate,20160530,"2,571",47.96%,"1,233",14.78%,3.50,00:03:16,1.83%,47,"$6,861.43"
eean / affiliate,20160901,"2,571",28.39%,730,16.57%,5.19,00:05:06,1.67%,43,"$8,348.82"
eean / affiliate,20160804,"2,569",30.98%,796,25.38%,4.37,00:04:53,2.26%,58,"$8,890.45"
